Code,Area,Year,Measure,Value mar,Value Jun,Value Sep,Value Dec,Housing_Average
E02000343,Greenwich 031,2017,Mean,422695,419332,385656,380854,402134.25
E02000344,Greenwich 032,2017,Mean,411106,422907,433213,446753,428494.75
E02006786,Greenwich 033,2017,Mean,333936,340882,342169,350408,341848.75
E02006927,Greenwich 034,2017,Mean,526201,528897,517156,497229,517370.75
E02006928,Greenwich 035,2017,Mean,490150,473310,490577,491609,486411.5
E02006929,Greenwich 036,2017,Mean,515399,534178,546371,548934,536220.5
E02006930,Greenwich 037,2017,Mean,586189,588142,548472,513752,559138.75
E02006931,Greenwich 038,2017,Mean,683590,649148,623020,643837,649898.75
E02000345,Hackney 001,2017,Mean,718789,651125,634448,552188,639137.5
E02000346,Hackney 002,2017,Mean,597409,617281,626004,661585,625569.75
E02000347,Hackney 003,2017,Mean,694098,664545,663741,610605,658247.25
E02000348,Hackney 004,2017,Mean,468850,423336,525227,576088,498375.25
E02000350,Hackney 006,2017,Mean,600733,628930,639139,656895,631424.25
E02000351,Hackney 007,2017,Mean,600216,571892,503155,503136,544599.75
E02000352,Hackney 008,2017,Mean,617190,703051,725517,715159,690229.25
E02000353,Hackney 009,2017,Mean,720328,771382,801866,746754,760082.5
E02000354,Hackney 010,2017,Mean,529308,531625,550547,565438,544229.5
E02000355,Hackney 011,2017,Mean,726464,774209,758049,808405,766781.75
E02000356,Hackney 012,2017,Mean,773988,735737,742212,773049,756246.5
E02000357,Hackney 013,2017,Mean,372398,382798,389387,399446,386007.25
E02000358,Hackney 014,2017,Mean,605774,606775,604566,609182,606574.25
E02000359,Hackney 015,2017,Mean,683382,692470,680728,718423,693750.75
E02000360,Hackney 016,2017,Mean,495297,501761,485918,478575,490387.75
E02000361,Hackney 017,2017,Mean,518767,508410,553404,600544,545281.25
E02000362,Hackney 018,2017,Mean,483350,474430,465639,448510,467982.25
E02000363,Hackney 019,2017,Mean,379133,415078,436342,449272,419956.25
E02000364,Hackney 020,2017,Mean,690905,687023,711075,816456,726364.75
E02000365,Hackney 021,2017,Mean,609587,613373,624909,723344,642803.25
E02000366,Hackney 022,2017,Mean,729281,719744,727281,714471,722694.25
E02000367,Hackney 023,2017,Mean,584676,618090,641329,694766,634715.25
E02000368,Hackney 024,2017,Mean,539572,526164,565665,562333,548433.5
E02000369,Hackney 025,2017,Mean,480130,479135,454795,446449,465127.25
E02000370,Hackney 026,2017,Mean,713767,719641,707330,681399,705534.25
E02000371,Hackney 027,2017,Mean,604364,621629,667635,671891,641379.75
E02006918,Hackney 028,2017,Mean,402539,403198,396833,406059,402157.25
E02006921,Hackney 029,2017,Mean,486103,465387,495985,515927,490850.5
E02000372,Hammersmith and Fulham 001,2017,Mean,594264,575216,529822,562803,565526.25
E02000373,Hammersmith and Fulham 002,2017,Mean,430402,443148,415754,398820,422031
E02000374,Hammersmith and Fulham 003,2017,Mean,780220,763692,739820,776031,764940.75
E02000375,Hammersmith and Fulham 004,2017,Mean,651358,777349,814831,801713,761312.75
E02000376,Hammersmith and Fulham 005,2017,Mean,773717,805195,799298,709506,771929
E02000377,Hammersmith and Fulham 006,2017,Mean,619838,663644,709093,736643,682304.5
E02000378,Hammersmith and Fulham 007,2017,Mean,676446,646845,647671,681600,663140.5
E02000379,Hammersmith and Fulham 008,2017,Mean,820658,828332,894963,916038,864997.75
E02000380,Hammersmith and Fulham 009,2017,Mean,972966,968282,987473,943176,967974.25
E02000381,Hammersmith and Fulham 010,2017,Mean,1159884,1204522,1154087,1139262,1164438.75
E02000382,Hammersmith and Fulham 011,2017,Mean,876859,946422,887071,956085,916609.25
E02000383,Hammersmith and Fulham 012,2017,Mean,708735,731558,731827,713610,721432.5
E02000384,Hammersmith and Fulham 013,2017,Mean,645567,758302,1034762,1121469,890025
E02000385,Hammersmith and Fulham 014,2017,Mean,742398,727096,722951,712609,726263.5
E02000386,Hammersmith and Fulham 015,2017,Mean,635872,661744,602386,594408,623602.5
E02000387,Hammersmith and Fulham 016,2017,Mean,784154,836185,828310,803479,813032
E02000388,Hammersmith and Fulham 017,2017,Mean,923001,903382,953175,977353,939227.75
E02000389,Hammersmith and Fulham 018,2017,Mean,1186992,1149843,1179809,1104415,1155264.75
E02000390,Hammersmith and Fulham 019,2017,Mean,824747,876537,921177,1001652,906028.25
E02000391,Hammersmith and Fulham 020,2017,Mean,1384099,1346324,1318765,1419791,1367244.75
E02000392,Hammersmith and Fulham 021,2017,Mean,1157397,1048307,1038038,1082913,1081663.75
E02000393,Hammersmith and Fulham 022,2017,Mean,927020,881250,935447,966411,927532
E02000394,Hammersmith and Fulham 023,2017,Mean,1369024,1338207,1235978,1138881,1270522.5
E02000395,Hammersmith and Fulham 024,2017,Mean,1134537,1181992,1193175,1276373,1196519.25
E02000396,Hammersmith and Fulham 025,2017,Mean,959191,978949,1136592,1114698,1047357.5
E02000397,Haringey 001,2017,Mean,433576,464045,472580,505590,468947.75
E02000398,Haringey 002,2017,Mean,323933,322403,323082,309403,319705.25
E02000400,Haringey 004,2017,Mean,635264,655499,674889,652788,654610
E02000401,Haringey 005,2017,Mean,397761,400680,404698,405967,402276.5
E02000402,Haringey 006,2017,Mean,347751,357795,354328,392898,363193
E02000403,Haringey 007,2017,Mean,473788,468841,476349,458529,469376.75
E02000404,Haringey 008,2017,Mean,407346,399867,433536,441979,420682
E02000405,Haringey 009,2017,Mean,890462,894999,918392,960274,916031.75
E02000406,Haringey 010,2017,Mean,461324,444531,454248,481379,460370.5
E02000407,Haringey 011,2017,Mean,380730,419797,432515,417539,412645.25
E02000408,Haringey 012,2017,Mean,386948,378848,399120,412111,394256.75
E02000409,Haringey 013,2017,Mean,478148,459902,460334,418457,454210.25
E02000410,Haringey 014,2017,Mean,850382,781484,791404,779331,800650.25
E02000411,Haringey 015,2017,Mean,362236,386868,377021,369880,374001.25
E02000412,Haringey 016,2017,Mean,495818,494358,446552,428418,466286.5
E02000413,Haringey 017,2017,Mean,814965,866685,937053,961293,894999
E02000414,Haringey 018,2017,Mean,458586,481304,492162,504389,484110.25
E02000415,Haringey 019,2017,Mean,491992,501089,523866,512794,507435.25
E02000416,Haringey 020,2017,Mean,553357,553649,562040,560849,557473.75
E02000417,Haringey 021,2017,Mean,962734,940837,930103,976147,952455.25
E02000418,Haringey 022,2017,Mean,971912,1012355,969802,929449,970879.5
E02000419,Haringey 023,2017,Mean,588234,603937,620394,633503,611517
E02000420,Haringey 024,2017,Mean,489874,467635,456760,473187,471864
E02000421,Haringey 025,2017,Mean,368769,369634,359577,361449,364857.25
E02000422,Haringey 026,2017,Mean,428406,440535,462957,448004,444975.5
E02000423,Haringey 027,2017,Mean,527063,501168,547549,570062,536460.5
E02000424,Haringey 028,2017,Mean,715779,704566,720835,716158,714334.5
E02000425,Haringey 029,2017,Mean,606449,626574,664815,672875,642678.25
E02000426,Haringey 030,2017,Mean,1610915,1459163,1253896,1178216,1375547.5
E02000427,Haringey 031,2017,Mean,558949,546188,585522,629422,580020.25
E02000428,Haringey 032,2017,Mean,447987,454615,433032,450779,446603.25
E02000429,Haringey 033,2017,Mean,980454,904809,986859,978999,962780.25
E02000430,Haringey 034,2017,Mean,784605,782526,768802,830676,791652.25
E02000431,Haringey 035,2017,Mean,1058363,1071274,984159,992436,1026558
E02000432,Haringey 036,2017,Mean,610093,634067,628847,635664,627167.75
E02006794,Haringey 037,2017,Mean,248828,307447,326329,364300,311726
E02000433,Harrow 001,2017,Mean,865339,867521,891326,862102,871572
E02000434,Harrow 002,2017,Mean,531754,550764,532650,529529,536174.25
E02000435,Harrow 003,2017,Mean,631991,651795,608810,650391,635746.75
E02000436,Harrow 004,2017,Mean,751019,776971,825836,820810,793659
E02000437,Harrow 005,2017,Mean,455143,475375,469267,467506,466822.75
E02000438,Harrow 006,2017,Mean,544079,543031,535683,546342,542283.75
E02000439,Harrow 007,2017,Mean,426036,436700,440939,444949,437156
E02000440,Harrow 008,2017,Mean,582579,588018,590555,596538,589422.5
E02000441,Harrow 009,2017,Mean,596032,641759,611260,583955,608251.5
E02000442,Harrow 010,2017,Mean,421250,439067,444425,447962,438176
E02000443,Harrow 011,2017,Mean,381680,395777,408253,435791,405375.25
E02000444,Harrow 012,2017,Mean,521012,494744,492852,481694,497575.5
E02000445,Harrow 013,2017,Mean,403936,404202,403831,400730,403174.75
E02000447,Harrow 015,2017,Mean,582768,569692,577776,570162,575099.5
E02000448,Harrow 016,2017,Mean,682524,719636,722787,705631,707644.5
E02000449,Harrow 017,2017,Mean,425278,448866,471613,471341,454274.5
E02000451,Harrow 019,2017,Mean,514296,521657,543869,556792,534153.5
E02000452,Harrow 020,2017,Mean,372336,377477,387893,392491,382549.25
E02000453,Harrow 021,2017,Mean,433530,439788,452716,424813,437711.75
E02000454,Harrow 022,2017,Mean,623760,611290,639324,657061,632858.75
E02000455,Harrow 023,2017,Mean,389258,372482,419263,438814,404954.25
E02000456,Harrow 024,2017,Mean,460911,457514,471001,467424,464212.5
E02000457,Harrow 025,2017,Mean,510858,572094,527091,565673,543929
E02000459,Harrow 027,2017,Mean,381313,376892,373180,369848,375308.25
E02000460,Harrow 028,2017,Mean,435397,424439,437436,414556,427957
E02000461,Harrow 029,2017,Mean,468525,472507,563844,555434,515077.5
E02000462,Harrow 030,2017,Mean,386044,396165,405875,400708,397198
E02000463,Harrow 031,2017,Mean,410673,414278,414295,406011,411314.25
E02006795,Harrow 032,2017,Mean,440676,425135,427508,435192,432127.75
E02006882,Harrow 033,2017,Mean,524831,538802,541722,538753,536027
E02000464,Havering 001,2017,Mean,317382,310628,321039,328878,319481.75
E02000465,Havering 002,2017,Mean,295228,295864,298966,301618,297919
E02000466,Havering 003,2017,Mean,343858,345173,343316,343211,343889.5
E02000467,Havering 004,2017,Mean,269500,268217,269530,271701,269737
E02000468,Havering 005,2017,Mean,337509,343981,342197,343585,341818
E02000469,Havering 006,2017,Mean,295820,298786,294261,291931,295199.5
E02000470,Havering 007,2017,Mean,419079,417787,385812,382673,401337.75
E02000471,Havering 008,2017,Mean,431957,435217,451194,452377,442686.25
E02000472,Havering 009,2017,Mean,359916,369391,373132,375648,369521.75
E02000473,Havering 010,2017,Mean,356193,361993,360461,360361,359752
E02000474,Havering 011,2017,Mean,315565,326133,328153,333365,325804
E02000475,Havering 012,2017,Mean,442725,434512,463991,462651,450969.75
E02000476,Havering 013,2017,Mean,270615,273371,279768,286647,277600.25
E02000477,Havering 014,2017,Mean,442638,446327,449455,461363,449945.75
E02000478,Havering 015,2017,Mean,923430,887454,900072,922589,908386.25
E02000479,Havering 016,2017,Mean,288645,303922,312965,323687,307304.75
E02000480,Havering 017,2017,Mean,308138,306088,329266,334084,319394
E02000481,Havering 018,2017,Mean,418003,427771,434800,432054,428157
E02000482,Havering 019,2017,Mean,569895,564319,595602,599896,582428
E02000483,Havering 020,2017,Mean,341260,335942,344470,346756,342107
E02000484,Havering 021,2017,Mean,378321,383510,385886,393768,385371.25
E02000485,Havering 022,2017,Mean,416076,427142,431218,427602,425509.5
E02000486,Havering 023,2017,Mean,357136,367886,387255,391207,375871
E02000487,Havering 024,2017,Mean,623168,620515,603962,610714,614589.75
E02000488,Havering 025,2017,Mean,406300,414133,419958,420724,415278.75
E02000489,Havering 026,2017,Mean,335067,332561,333644,341183,335613.75
E02000490,Havering 027,2017,Mean,316474,319102,325925,329787,322822
E02000491,Havering 028,2017,Mean,311084,306686,309067,310639,309369
E02000492,Havering 029,2017,Mean,356249,373053,376221,371828,369337.75
E02000493,Havering 030,2017,Mean,269022,274137,282637,287945,278435.25
E02000494,Hillingdon 001,2017,Mean,952916,956872,969843,921102,950183.25
E02000495,Hillingdon 002,2017,Mean,574778,539063,559682,547422,555236.25
E02000496,Hillingdon 003,2017,Mean,442275,451800,441430,443320,444706.25
E02000497,Hillingdon 004,2017,Mean,514620,524558,535029,525173,524845
E02000498,Hillingdon 005,2017,Mean,495729,491178,472696,480026,484907.25
E02000499,Hillingdon 006,2017,Mean,564441,557555,549952,547058,554751.5
E02000500,Hillingdon 007,2017,Mean,621905,623817,622004,605404,618282.5
E02000501,Hillingdon 008,2017,Mean,519976,518271,513364,523677,518822
E02000502,Hillingdon 009,2017,Mean,520936,524222,521684,470658,509375
E02000503,Hillingdon 010,2017,Mean,472279,478811,476343,475762,475798.75
E02000504,Hillingdon 011,2017,Mean,584325,595651,626617,624427,607755
E02000506,Hillingdon 013,2017,Mean,645282,661192,627556,622378,639102
E02000507,Hillingdon 014,2017,Mean,418676,427149,421994,428002,423955.25
E02000508,Hillingdon 015,2017,Mean,485189,470058,468283,454241,469442.75
E02000509,Hillingdon 016,2017,Mean,395089,377679,358392,350634,370448.5
E02000510,Hillingdon 017,2017,Mean,441916,436881,474856,485891,459886
E02000511,Hillingdon 018,2017,Mean,384654,402854,403424,403049,398495.25
E02000512,Hillingdon 019,2017,Mean,359705,351679,343126,354203,352178.25
E02000513,Hillingdon 020,2017,Mean,311560,307844,308813,334249,315616.5
E02000514,Hillingdon 021,2017,Mean,340502,353558,364163,371135,357339.5
E02000515,Hillingdon 022,2017,Mean,300483,308322,303680,311729,306053.5
E02000516,Hillingdon 023,2017,Mean,347154,355285,371379,377541,362839.75
E02000517,Hillingdon 024,2017,Mean,336421,338957,342083,349040,341625.25
E02000518,Hillingdon 025,2017,Mean,363192,373029,366628,367235,367521
E02000519,Hillingdon 026,2017,Mean,381213,368199,384704,379817,378483.25
E02000520,Hillingdon 027,2017,Mean,326986,338630,343878,341826,337830
E02000521,Hillingdon 028,2017,Mean,382920,359578,349798,343477,358943.25
E02000522,Hillingdon 029,2017,Mean,355367,362535,381740,395993,373908.75
E02000523,Hillingdon 030,2017,Mean,269974,266741,359981,369180,316469
E02000524,Hillingdon 031,2017,Mean,302040,329263,336605,342546,327613.5
E02000525,Hillingdon 032,2017,Mean,282376,301356,317771,320140,305410.75
E02006796,Hillingdon 033,2017,Mean,411532,402688,409307,409656,408295.75
E02000526,Hounslow 001,2017,Mean,1159439,1270437,1230079,1281686,1235410.25
E02000528,Hounslow 003,2017,Mean,644628,572686,515910,520353,563394.25
E02000529,Hounslow 004,2017,Mean,345672,336179,343951,334652,340113.5
E02000530,Hounslow 005,2017,Mean,304671,308085,327500,329564,317455
E02000531,Hounslow 006,2017,Mean,472226,455167,476543,534817,484688.25
E02000532,Hounslow 007,2017,Mean,1062605,1082351,1039399,1010518,1048718.25
E02000533,Hounslow 008,2017,Mean,767788,876740,912453,855737,853179.5
E02000534,Hounslow 009,2017,Mean,477872,492321,469613,516340,489036.5
E02000535,Hounslow 010,2017,Mean,391054,425791,429812,435961,420654.5
E02000536,Hounslow 011,2017,Mean,410246,441323,453847,454563,439994.75
E02000537,Hounslow 012,2017,Mean,514781,523144,511588,524571,518521
E02000538,Hounslow 013,2017,Mean,335538,364844,365789,369774,358986.25
E02000539,Hounslow 014,2017,Mean,408359,403688,408435,419544,410006.5
E02000540,Hounslow 015,2017,Mean,403103,389070,382457,395361,392497.75
E02000541,Hounslow 016,2017,Mean,363949,372845,358543,357550,363221.75
E02000542,Hounslow 017,2017,Mean,307912,307315,277189,279349,292941.25
E02000543,Hounslow 018,2017,Mean,272995,277276,308406,355350,303506.75
E02000544,Hounslow 019,2017,Mean,440915,439564,437219,459009,444176.75
E02000545,Hounslow 020,2017,Mean,543764,525197,612525,655733,584304.75
E02000546,Hounslow 021,2017,Mean,353530,353965,360174,371561,359807.5
E02000547,Hounslow 022,2017,Mean,322541,329033,332413,339165,330788
E02000548,Hounslow 023,2017,Mean,301622,304574,311784,328015,311498.75
E02000549,Hounslow 024,2017,Mean,340727,343213,346956,356424,346830
E02000550,Hounslow 025,2017,Mean,293135,291131,298518,291602,293596.5
E02000551,Hounslow 026,2017,Mean,278588,298367,303797,316386,299284.5
E02000552,Hounslow 027,2017,Mean,297601,297198,297380,310701,300720
E02000553,Hounslow 028,2017,Mean,354220,353161,363127,362788,358324
E02006792,Hounslow 029,2017,Mean,903926,946388,936130,942691,932283.75
E02000554,Islington 001,2017,Mean,514437,437883,532572,554993,509971.25
E02000555,Islington 002,2017,Mean,609463,635227,649358,695117,647291.25
E02000556,Islington 003,2017,Mean,625519,625288,600601,599124,612633
E02000557,Islington 004,2017,Mean,563994,565903,572447,637266,584902.5
E02000558,Islington 005,2017,Mean,507468,502380,451837,476443,484532
E02000559,Islington 006,2017,Mean,756058,806522,828123,800417,797780
E02000560,Islington 007,2017,Mean,538922,555269,550544,582873,556902
E02000561,Islington 008,2017,Mean,990719,1058324,1097941,988183,1033791.75
E02000562,Islington 009,2017,Mean,744117,788318,778255,811579,780567.25
E02000563,Islington 010,2017,Mean,527672,552097,580897,541197,550465.75
E02000564,Islington 011,2017,Mean,535696,501519,492856,497847,506979.5
E02000565,Islington 012,2017,Mean,591656,573498,615030,599653,594959.25
E02000566,Islington 013,2017,Mean,921954,968415,955043,941734,946786.5
E02000567,Islington 014,2017,Mean,706857,712532,775512,753493,737098.5
E02000568,Islington 015,2017,Mean,555749,585512,591357,537617,567558.75
E02000569,Islington 016,2017,Mean,809930,842633,982346,998532,908360.25
E02000570,Islington 017,2017,Mean,1084160,1130100,1115527,1059580,1097341.75
E02000571,Islington 018,2017,Mean,666725,655175,704780,776148,700707
E02000572,Islington 019,2017,Mean,490604,576404,586022,598608,562909.5
E02000573,Islington 020,2017,Mean,1079484,1242771,1278575,1243050,1210970
E02000574,Islington 021,2017,Mean,835278,848360,841140,882704,851870.5
E02000575,Islington 022,2017,Mean,922966,934225,946255,908759,928051.25
E02000576,Islington 023,2017,Mean,757871,738311,727889,715274,734836.25
E02000577,Kensington and Chelsea 001,2017,Mean,729894,837837,844007,823330,808767
E02000578,Kensington and Chelsea 002,2017,Mean,640781,939511,1207589,1369841,1039430.5
E02000579,Kensington and Chelsea 003,2017,Mean,1273449,1317510,1202270,1099301,1223132.5
E02000580,Kensington and Chelsea 004,2017,Mean,1011542,1058820,1029640,1071668,1042917.5
E02000581,Kensington and Chelsea 005,2017,Mean,1306233,1147694,998697,963463,1104021.75
E02000582,Kensington and Chelsea 006,2017,Mean,1929026,1793230,1673371,1753579,1787301.5
E02000583,Kensington and Chelsea 007,2017,Mean,2699246,2686309,2739804,2762387,2721936.5
E02000584,Kensington and Chelsea 008,2017,Mean,2394784,2601850,2821742,3502706,2830270.5
E02000585,Kensington and Chelsea 009,2017,Mean,1773100,1712735,1793113,1593565,1718128.25
E02000586,Kensington and Chelsea 010,2017,Mean,2999110,2966027,2753486,2506216,2806209.75
E02000587,Kensington and Chelsea 011,2017,Mean,2123598,2643182,2718641,2683531,2542238
E02000588,Kensington and Chelsea 012,2017,Mean,3778106,3475839,3372985,3197276,3456051.5
E02000589,Kensington and Chelsea 013,2017,Mean,1448901,1552833,1470538,1418515,1472696.75
E02000590,Kensington and Chelsea 014,2017,Mean,2694409,2517664,2307705,1986196,2376493.5
E02000591,Kensington and Chelsea 015,2017,Mean,1540990,1537421,1589282,1451722,1529853.75
E02000592,Kensington and Chelsea 016,2017,Mean,2130892,2249384,2311470,2100134,2197970
E02000593,Kensington and Chelsea 017,2017,Mean,1300074,1292586,1279536,1400113,1318077.25
E02000594,Kensington and Chelsea 018,2017,Mean,1828845,2175521,2379258,2382644,2191567
E02000595,Kensington and Chelsea 019,2017,Mean,2449092,2623793,2624427,2345427,2510684.75
E02000596,Kensington and Chelsea 020,2017,Mean,1721211,1682559,1706720,1624948,1683859.5
E02000597,Kensington and Chelsea 021,2017,Mean,1103570,1242360,1215956,1157496,1179845.5
E02000598,Kingston upon Thames 001,2017,Mean,798871,789591,812435,751280,788044.25
E02000599,Kingston upon Thames 002,2017,Mean,1284177,1287855,1292635,1411690,1319089.25
E02000600,Kingston upon Thames 003,2017,Mean,588961,586637,573376,562729,577925.75
E02000601,Kingston upon Thames 004,2017,Mean,642097,645011,659754,657727,651147.25
E02000602,Kingston upon Thames 005,2017,Mean,472377,482344,505471,506652,491711
E02000603,Kingston upon Thames 006,2017,Mean,512601,521087,514583,532093,520091
E02000604,Kingston upon Thames 007,2017,Mean,585232,582375,630237,624088,605483
E02000605,Kingston upon Thames 008,2017,Mean,573785,580338,599986,611684,591448.25
E02000606,Kingston upon Thames 009,2017,Mean,529984,533843,554258,551306,542347.75
E02000607,Kingston upon Thames 010,2017,Mean,589812,586008,585997,598534,590087.75
E02000608,Kingston upon Thames 011,2017,Mean,493948,482547,489764,514109,495092
E02000609,Kingston upon Thames 012,2017,Mean,543783,523329,543595,562343,543262.5
E02000610,Kingston upon Thames 013,2017,Mean,455029,476344,494098,485707,477794.5
E02000611,Kingston upon Thames 014,2017,Mean,618321,613281,658400,670987,640247.25
E02000612,Kingston upon Thames 015,2017,Mean,540755,516970,537846,526857,530607
E02000613,Kingston upon Thames 016,2017,Mean,557799,558802,582897,577646,569286
E02000614,Kingston upon Thames 017,2017,Mean,415242,427814,428221,430472,425437.25
E02000615,Kingston upon Thames 018,2017,Mean,406900,418650,440315,439407,426318
E02000616,Kingston upon Thames 019,2017,Mean,374807,377009,382458,383240,379378.5
E02000617,Kingston upon Thames 020,2017,Mean,399592,408521,411981,410407,407625.25
E02000619,Lambeth 002,2017,Mean,511503,470474,483105,492156,489309.5
E02000620,Lambeth 003,2017,Mean,704758,945963,1170889,1229649,1012814.75
E02000621,Lambeth 004,2017,Mean,723310,663447,654858,667174,677197.25
E02000622,Lambeth 005,2017,Mean,622775,672928,682940,715743,673596.5
E02000623,Lambeth 006,2017,Mean,571328,600460,655916,692276,629995
E02000624,Lambeth 007,2017,Mean,478229,474485,498035,456200,476737.25
E02000625,Lambeth 008,2017,Mean,543413,528563,521095,489726,520699.25
E02000626,Lambeth 009,2017,Mean,470686,492407,523088,528750,503732.75
E02000627,Lambeth 010,2017,Mean,627574,603614,614418,643052,622164.5
E02000628,Lambeth 011,2017,Mean,503189,442785,425031,419366,447592.75
E02000629,Lambeth 012,2017,Mean,640598,674032,695420,696848,676724.5
E02000630,Lambeth 013,2017,Mean,864929,897413,896859,810179,867345
E02000631,Lambeth 014,2017,Mean,724722,730574,684159,666895,701587.5
E02000632,Lambeth 015,2017,Mean,580043,606106,652900,648248,621824.25
E02000633,Lambeth 016,2017,Mean,576591,596646,621801,568854,590973
E02000634,Lambeth 017,2017,Mean,629564,659300,664660,717084,667652
E02000635,Lambeth 018,2017,Mean,679905,660073,638929,652234,657785.25
E02000636,Lambeth 019,2017,Mean,974941,1009085,945615,980677,977579.5
E02000637,Lambeth 020,2017,Mean,596072,596059,625774,634894,613199.75
E02000638,Lambeth 021,2017,Mean,483661,489807,481150,475628,482561.5
E02000639,Lambeth 022,2017,Mean,496391,489292,451636,443444,470190.75
E02000640,Lambeth 023,2017,Mean,726433,692016,698627,733381,712614.25
E02000641,Lambeth 024,2017,Mean,436423,439422,424076,405827,426437
E02000642,Lambeth 025,2017,Mean,582664,609075,593023,576566,590332
E02000643,Lambeth 026,2017,Mean,530067,537878,561869,590171,554996.25
E02000644,Lambeth 027,2017,Mean,514252,539135,551573,549654,538653.5
E02000645,Lambeth 028,2017,Mean,565301,564627,570361,562715,565751
E02000646,Lambeth 029,2017,Mean,503790,522514,529871,533085,522315
E02000647,Lambeth 030,2017,Mean,579831,575321,556706,583446,573826
E02000648,Lambeth 031,2017,Mean,409295,409147,428450,443102,422498.5
E02000649,Lambeth 032,2017,Mean,470399,483452,495115,513505,490617.75
E02000650,Lambeth 033,2017,Mean,503591,489185,461975,465351,480025.5
E02000651,Lambeth 034,2017,Mean,524141,517418,517507,527419,521621.25
E02000652,Lambeth 035,2017,Mean,453793,454355,456619,462023,456697.5
E02006801,Lambeth 036,2017,Mean,767586,775153,720207,799253,765549.75
E02000653,Lewisham 001,2017,Mean,450275,495824,503398,507484,489245.25
E02000654,Lewisham 002,2017,Mean,347543,366882,357704,423471,373900
E02000655,Lewisham 003,2017,Mean,370746,349257,366476,360130,361652.25
E02000657,Lewisham 005,2017,Mean,445435,445121,484783,510255,471398.5
E02000658,Lewisham 006,2017,Mean,550362,582507,584118,625096,585520.75
